date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:25:00	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22615c2e17-4d7%22	http://brandio.io/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Dell/Downloads/login/brandio.io/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from http://brandio.io/envato/iofrm/html/forget8.html)
20:25:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Oct%202021%2014:24:59%20GMT	http://brandio.io/envato/iofrm/html/popper.js	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/popper.js	(from http://brandio.io/envato/iofrm/html/js/bootstrap.min.js)
20:25:02	24048/24048	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/img/form26.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/img/form26.jpg	(from http://brandio.io/envato/iofrm/html/index.html)
20:25:04	106009/106009	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2008%20Oct%202021%2014:25:01%20GMT	https://brandio.io/envato/iofrm/html/popper.js	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/popper.56.delayed	(from http://brandio.io/envato/iofrm/html/js/bootstrap.min.js)
20:25:27	1156047/1156047	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/images/img1.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/images/img1.jpg	(from http://brandio.io/envato/iofrm/html/css/iofrm-style.css)
20:25:29	10472/10472	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme1.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme1.css	(from http://brandio.io/envato/iofrm/html/login1.html)
20:25:30	2513/2513	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register1.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register1.html	(from http://brandio.io/envato/iofrm/html/login1.html)
20:25:31	2649/2649	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget1.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget1.html	(from http://brandio.io/envato/iofrm/html/login1.html)
20:25:32	10499/10499	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme2.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme2.css	(from http://brandio.io/envato/iofrm/html/login2.html)
20:25:33	2513/2513	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register2.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register2.html	(from http://brandio.io/envato/iofrm/html/login2.html)
20:25:34	2649/2649	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget2.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget2.html	(from http://brandio.io/envato/iofrm/html/login2.html)
20:25:35	10416/10416	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme3.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme3.css	(from http://brandio.io/envato/iofrm/html/login3.html)
20:25:36	2587/2587	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register3.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register3.html	(from http://brandio.io/envato/iofrm/html/login3.html)
20:25:36	2649/2649	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget3.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget3.html	(from http://brandio.io/envato/iofrm/html/login3.html)
20:25:37	10532/10532	---M-Z	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme4.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme4.css	(from http://brandio.io/envato/iofrm/html/login4.html)
20:25:39	163279/163279	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2005%20Oct%202021%2008:32:22%20GMT	http://brandio.io/envato/iofrm/html/images/graphic1.svg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/images/graphic1.svg	(from http://brandio.io/envato/iofrm/html/login4.html)
20:25:39	2571/2571	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register4.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register4.html	(from http://brandio.io/envato/iofrm/html/login4.html)
20:25:39	2707/2707	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget4.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget4.html	(from http://brandio.io/envato/iofrm/html/login4.html)
20:25:40	10477/10477	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme5.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme5.css	(from http://brandio.io/envato/iofrm/html/login5.html)
20:25:41	57018/57018	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2008%20Oct%202021%2014:25:40%20GMT	http://brandio.io/envato/iofrm/html/images/graphic2.svg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/images/graphic2.svg	(from http://brandio.io/envato/iofrm/html/login5.html)
20:25:41	2571/2571	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register5.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register5.html	(from http://brandio.io/envato/iofrm/html/login5.html)
20:25:42	2707/2707	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget5.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget5.html	(from http://brandio.io/envato/iofrm/html/login5.html)
20:25:42	10514/10514	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme6.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme6.css	(from http://brandio.io/envato/iofrm/html/login6.html)
20:25:43	2571/2571	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register6.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register6.html	(from http://brandio.io/envato/iofrm/html/login6.html)
20:25:43	2707/2707	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget6.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget6.html	(from http://brandio.io/envato/iofrm/html/login6.html)
20:25:44	79350/79350	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2030%20Sep%202021%2009:31:08%20GMT	http://brandio.io/envato/iofrm/html/images/graphic3.svg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/images/graphic3.svg	(from http://brandio.io/envato/iofrm/html/login7.html)
20:25:44	10277/10277	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme7.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme7.css	(from http://brandio.io/envato/iofrm/html/login7.html)
20:25:44	2571/2571	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register7.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register7.html	(from http://brandio.io/envato/iofrm/html/login7.html)
20:25:45	2707/2707	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget7.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget7.html	(from http://brandio.io/envato/iofrm/html/login7.html)
20:25:46	10525/10525	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme9.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme9.css	(from http://brandio.io/envato/iofrm/html/login9.html)
20:25:47	31377/31377	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2008%20Oct%202021%2014:25:45%20GMT	http://brandio.io/envato/iofrm/html/images/graphic5.svg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/images/graphic5.svg	(from http://brandio.io/envato/iofrm/html/login9.html)
20:25:47	2682/2682	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register9.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register9.html	(from http://brandio.io/envato/iofrm/html/login9.html)
20:25:47	3355/3355	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget9.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget9.html	(from http://brandio.io/envato/iofrm/html/login9.html)
20:25:48	10484/10484	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme10.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme10.css	(from http://brandio.io/envato/iofrm/html/login10.html)
20:25:49	2965/2965	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget10.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget10.html	(from http://brandio.io/envato/iofrm/html/login10.html)
20:25:49	2474/2474	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register10.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register10.html	(from http://brandio.io/envato/iofrm/html/login10.html)
20:25:49	10484/10484	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme11.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme11.css	(from http://brandio.io/envato/iofrm/html/login11.html)
20:25:50	2474/2474	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register11.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register11.html	(from http://brandio.io/envato/iofrm/html/login11.html)
20:25:50	2965/2965	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget11.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget11.html	(from http://brandio.io/envato/iofrm/html/login11.html)
20:25:51	10492/10492	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme12.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme12.css	(from http://brandio.io/envato/iofrm/html/login12.html)
20:25:51	2474/2474	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register12.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register12.html	(from http://brandio.io/envato/iofrm/html/login12.html)
20:25:52	2965/2965	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget12.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget12.html	(from http://brandio.io/envato/iofrm/html/login12.html)
20:25:52	10409/10409	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme13.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme13.css	(from http://brandio.io/envato/iofrm/html/login13.html)
20:25:53	2795/2795	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register13.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register13.html	(from http://brandio.io/envato/iofrm/html/login13.html)
20:25:53	3035/3035	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget13.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget13.html	(from http://brandio.io/envato/iofrm/html/login13.html)
20:25:54	10496/10496	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme14.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme14.css	(from http://brandio.io/envato/iofrm/html/login14.html)
20:25:55	2965/2965	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget14.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget14.html	(from http://brandio.io/envato/iofrm/html/login14.html)
20:25:55	2548/2548	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register14.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register14.html	(from http://brandio.io/envato/iofrm/html/login14.html)
20:25:56	10536/10536	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme15.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme15.css	(from http://brandio.io/envato/iofrm/html/login15.html)
20:25:56	2795/2795	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register15.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register15.html	(from http://brandio.io/envato/iofrm/html/login15.html)
20:25:56	3035/3035	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget15.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget15.html	(from http://brandio.io/envato/iofrm/html/login15.html)
20:25:57	10477/10477	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme16.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme16.css	(from http://brandio.io/envato/iofrm/html/login16.html)
20:25:57	2721/2721	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget16.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget16.html	(from http://brandio.io/envato/iofrm/html/login16.html)
20:25:58	2659/2659	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register16.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register16.html	(from http://brandio.io/envato/iofrm/html/login16.html)
20:25:58	10469/10469	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme17.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme17.css	(from http://brandio.io/envato/iofrm/html/login17.html)
20:25:59	2721/2721	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget17.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget17.html	(from http://brandio.io/envato/iofrm/html/login17.html)
20:25:59	2659/2659	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register17.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register17.html	(from http://brandio.io/envato/iofrm/html/login17.html)
20:26:00	10496/10496	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme18.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme18.css	(from http://brandio.io/envato/iofrm/html/login18.html)
20:26:00	2721/2721	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget18.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget18.html	(from http://brandio.io/envato/iofrm/html/login18.html)
20:26:01	2659/2659	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register18.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register18.html	(from http://brandio.io/envato/iofrm/html/login18.html)
20:26:01	10532/10532	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme19.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme19.css	(from http://brandio.io/envato/iofrm/html/login19.html)
20:26:02	2721/2721	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget19.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget19.html	(from http://brandio.io/envato/iofrm/html/login19.html)
20:26:02	2659/2659	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register19.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register19.html	(from http://brandio.io/envato/iofrm/html/login19.html)
20:26:03	10277/10277	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme20.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme20.css	(from http://brandio.io/envato/iofrm/html/login20.html)
20:26:03	2721/2721	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget20.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget20.html	(from http://brandio.io/envato/iofrm/html/login20.html)
20:26:04	2659/2659	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register20.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register20.html	(from http://brandio.io/envato/iofrm/html/login20.html)
20:26:04	10484/10484	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme21.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme21.css	(from http://brandio.io/envato/iofrm/html/login21.html)
20:26:06	2721/2721	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget21.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget21.html	(from http://brandio.io/envato/iofrm/html/login21.html)
20:26:06	2659/2659	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register21.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register21.html	(from http://brandio.io/envato/iofrm/html/login21.html)
20:26:06	10536/10536	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme22.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme22.css	(from http://brandio.io/envato/iofrm/html/login22.html)
20:26:07	2721/2721	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/forget22.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/forget22.html	(from http://brandio.io/envato/iofrm/html/login22.html)
20:26:07	2659/2659	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/register22.html	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/register22.html	(from http://brandio.io/envato/iofrm/html/login22.html)
20:26:08	10526/10526	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme23.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme23.css	(from http://brandio.io/envato/iofrm/html/job-app1.html)
20:26:09	17849/17849	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2008%20Oct%202021%2014:26:07%20GMT	http://brandio.io/envato/iofrm/html/images/graphic6.svg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/images/graphic6.svg	(from http://brandio.io/envato/iofrm/html/job-app1.html)
20:26:09	10526/10526	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme24.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme24.css	(from http://brandio.io/envato/iofrm/html/job-app2.html)
20:26:10	10559/10559	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme25.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme25.css	(from http://brandio.io/envato/iofrm/html/payment1.html)
20:26:11	40847/40847	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2008%20Oct%202021%2014:26:10%20GMT	http://brandio.io/envato/iofrm/html/images/graphic7.svg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/images/graphic7.svg	(from http://brandio.io/envato/iofrm/html/payment1.html)
20:26:12	20150/20150	---MCZ	200	added ('OK')	application/x-javascript	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/js/cleave.min.js	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/js/cleave.min.js	(from http://brandio.io/envato/iofrm/html/payment1.html)
20:26:12	10559/10559	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/css/iofrm-theme26.css	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/css/iofrm-theme26.css	(from http://brandio.io/envato/iofrm/html/contact1.html)
20:26:15	3606/3606	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2008%20Oct%202021%2014:26:13%20GMT	http://brandio.io/envato/iofrm/html/images/logo-dark2.svg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/images/logo-dark2.svg	(from http://brandio.io/envato/iofrm/html/css/iofrm-theme7.css)
20:26:17	20243/20243	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2008%20Oct%202021%2014:26:16%20GMT	http://brandio.io/envato/iofrm/html/images/img4.svg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/images/img4.svg	(from http://brandio.io/envato/iofrm/html/css/iofrm-theme26.css)
20:26:18	24118/24118	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/images/img3.png	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/images/img3.png	(from http://brandio.io/envato/iofrm/html/css/iofrm-theme25.css)
20:26:32	432568/432568	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Jul%202021%2009:07:09%20GMT	http://brandio.io/envato/iofrm/html/images/img2.jpg	C:/Users/Dell/Downloads/login/brandio.io/envato/iofrm/html/images/img2.jpg	(from http://brandio.io/envato/iofrm/html/css/iofrm-theme2.css)
